id_category,percentage_content
0,"[{'id_article': 0, 'percent': 1.8864255153636718}, {'id_article': 1486, 'percent': 3.208868144690782}, {'id_article': 2085, 'percent': 3.986775573706729}, {'id_article': 2288, 'percent': 2.9366005445352004}, {'id_article': 2616, 'percent': 3.3061065733177752}, {'id_article': 3541, 'percent': 2.9949436017113964}, {'id_article': 4096, 'percent': 2.042007001166861}, {'id_article': 4288, 'percent': 2.3337222870478413}, {'id_article': 4580, 'percent': 1.4002333722287048}, {'id_article': 5536, 'percent': 3.1116297160637885}, {'id_article': 5777, 'percent': 2.5670945157526255}, {'id_article': 6050, 'percent': 2.8199144301828083}, {'id_article': 7818, 'percent': 3.4227926876701673}, {'id_article': 8045, 'percent': 2.1586931155192532}, {'id_article': 8369, 'percent': 2.178140801244652}, {'id_article': 8604, 'percent': 1.9836639439906651}, {'id_article': 8914, 'percent': 3.792298716452742}, {'id_article': 9708, 'percent': 2.4309607156748347}, {'id_article': 9990, 'percent': 2.5087514585764294}, {'id_article': 10275, 'percent': 1.866977829638273}, {'id_article': 10661, 'percent': 2.5087514585764294}, {'id_article': 12003, 'percent': 2.2559315441462466}, {'id_article': 12272, 'percent': 2.1392454297938546}, {'id_article': 12533, 'percent': 2.3337222870478413}, {'id_article': 12776, 'percent': 3.09218203033839}, {'id_article': 12839, 'percent': 1.6530532866588876}, {'id_article': 13031, 'percent': 2.528199144301828}, {'id_article': 13580, 'percent': 4.103461688059121}, {'id_article': 13891, 'percent': 2.236483858420848}, {'id_article': 14133, 'percent': 1.7697394010112797}, {'id_article': 14636, 'percent': 2.100350058343057}, {'id_article': 14824, 'percent': 2.3726176584986387}, {'id_article': 15730, 'percent': 1.2835472578763127}, {'id_article': 15961, 'percent': 2.042007001166861}, {'id_article': 16503, 'percent': 3.4616880591209647}, {'id_article': 16574, 'percent': 2.528199144301828}, {'id_article': 17854, 'percent': 2.897705173084403}, {'id_article': 18039, 'percent': 2.5087514585764294}, {'id_article': 18526, 'percent': 3.247763516141579}]"
1,"[{'id_article': 0, 'percent': 3.5388544326887996}, {'id_article': 1486, 'percent': 6.019700839109814}, {'id_article': 2085, 'percent': 7.479022254651587}, {'id_article': 2288, 'percent': 5.508938343670193}, {'id_article': 2616, 'percent': 6.2021160160525355}, {'id_article': 3541, 'percent': 5.618387449835827}, {'id_article': 4096, 'percent': 3.8307187157971545}, {'id_article': 4288, 'percent': 4.377964246625319}, {'id_article': 5536, 'percent': 5.837285662167092}, {'id_article': 5777, 'percent': 4.815760671287851}, {'id_article': 6050, 'percent': 5.290040131338928}, {'id_article': 7818, 'percent': 6.421014228383801}, {'id_article': 8045, 'percent': 4.049616928128421}, {'id_article': 8369, 'percent': 4.086099963516965}, {'id_article': 8604, 'percent': 3.721269609631521}, {'id_article': 12003, 'percent': 4.232032105071142}, {'id_article': 12093, 'percent': 3.9401678219627874}, {'id_article': 13891, 'percent': 4.195549069682597}, {'id_article': 16574, 'percent': 4.742794600510763}, {'id_article': 18526, 'percent': 6.092666909886902}]"
2,"[{'id_article': 0, 'percent': 100.0}]"
3,"[{'id_article': 1, 'percent': 100.0}]"
4,"[{'id_article': 2, 'percent': 1.2904671939543373}, {'id_article': 241, 'percent': 0.4418969547535944}, {'id_article': 587, 'percent': 0.896602516891351}, {'id_article': 787, 'percent': 0.6724518876685133}, {'id_article': 943, 'percent': 2.981203368663742}, {'id_article': 993, 'percent': 0.819750872586378}, {'id_article': 1037, 'percent': 0.42908834736943224}, {'id_article': 1155, 'percent': 0.4418969547535944}, {'id_article': 1205, 'percent': 0.6212174581318646}, {'id_article': 1227, 'percent': 0.7845272022799321}, {'id_article': 1439, 'percent': 0.40347113260110795}, {'id_article': 1687, 'percent': 1.2360306125716483}, {'id_article': 1738, 'percent': 1.7835985782445805}, {'id_article': 1784, 'percent': 1.2744564347241347}, {'id_article': 1803, 'percent': 0.5667808767491754}, {'id_article': 2146, 'percent': 0.8485702392007429}, {'id_article': 2373, 'percent': 1.0022735278106887}, {'id_article': 2374, 'percent': 0.7204841653591213}, {'id_article': 2399, 'percent': 0.4483012584456755}, {'id_article': 2428, 'percent': 0.5347593582887701}, {'id_article': 2430, 'percent': 0.5219507509046079}, {'id_article': 2642, 'percent': 0.445099106599635}, {'id_article': 2734, 'percent': 0.21454417368471612}, {'id_article': 2759, 'percent': 3.295014249575715}, {'id_article': 2790, 'percent': 4.489416888148836}, {'id_article': 3281, 'percent': 0.4803227769060809}, {'id_article': 3310, 'percent': 2.6737967914438503}, {'id_article': 3413, 'percent': 0.5859937878254187}, {'id_article': 3479, 'percent': 0.6212174581318646}, {'id_article': 3676, 'percent': 0.9094111242755132}, {'id_article': 3694, 'percent': 2.0813986999263503}, {'id_article': 3699, 'percent': 0.9766563130423644}, {'id_article': 3748, 'percent': 0.7813250504338916}, {'id_article': 3778, 'percent': 1.9340997150084858}, {'id_article': 3781, 'percent': 1.0118799833488104}, {'id_article': 4266, 'percent': 1.0919337794998238}, {'id_article': 4352, 'percent': 0.5795894841333376}, {'id_article': 4419, 'percent': 1.056710109193378}, {'id_article': 4428, 'percent': 0.4995356879823241}, {'id_article': 4830, 'percent': 1.4153511159499184}, {'id_article': 5185, 'percent': 0.8549745428928239}, {'id_article': 5346, 'percent': 0.6468346729001889}, {'id_article': 5349, 'percent': 0.8773896058151077}, {'id_article': 5481, 'percent': 2.3759966697620802}, {'id_article': 5503, 'percent': 1.1367639053443914}, {'id_article': 5668, 'percent': 0.409875436293189}, {'id_article': 5872, 'percent': 1.1335617534983509}, {'id_article': 5960, 'percent': 1.1175509942681483}, {'id_article': 6566, 'percent': 1.0759230202696213}, {'id_article': 6592, 'percent': 2.43363540299081}, {'id_article': 7406, 'percent': 3.0836722277370394}, {'id_article': 8188, 'percent': 0.8581766947388645}, {'id_article': 8413, 'percent': 0.7909315059720132}, {'id_article': 8456, 'percent': 0.6948669505907971}, {'id_article': 8477, 'percent': 1.4313618751801211}, {'id_article': 8599, 'percent': 1.0791251721156618}, {'id_article': 9139, 'percent': 0.42588619552339174}, {'id_article': 9583, 'percent': 1.5466393416375805}, {'id_article': 9670, 'percent': 1.745172756092094}, {'id_article': 9817, 'percent': 0.4066732844471485}, {'id_article': 9834, 'percent': 0.3970668289090269}, {'id_article': 9857, 'percent': 0.4162797399852701}, {'id_article': 9862, 'percent': 0.051234429536648626}, {'id_article': 10117, 'percent': 0.938230490889878}, {'id_article': 10396, 'percent': 0.2049377181465945}, {'id_article': 10416, 'percent': 0.8293573281244997}, {'id_article': 10426, 'percent': 0.26577860322136476}, {'id_article': 10431, 'percent': 0.9702520093502834}, {'id_article': 10930, 'percent': 1.7291619968618912}, {'id_article': 11087, 'percent': 0.5315572064427295}, {'id_article': 11241, 'percent': 0.7236863172051619}, {'id_article': 11465, 'percent': 0.8709853021230267}, {'id_article': 11528, 'percent': 0.28178936245156744}, {'id_article': 12185, 'percent': 0.7012712542828781}, {'id_article': 12903, 'percent': 0.4322904992154728}, {'id_article': 13242, 'percent': 0.9766563130423644}, {'id_article': 14064, 'percent': 0.9542412501200807}, {'id_article': 14579, 'percent': 0.9894649204265267}, {'id_article': 15107, 'percent': 1.0599122610394185}, {'id_article': 15376, 'percent': 0.37144961414070254}, {'id_article': 15664, 'percent': 0.4675141695219187}, {'id_article': 15929, 'percent': 0.8453680873547024}, {'id_article': 16191, 'percent': 0.409875436293189}, {'id_article': 16331, 'percent': 0.8293573281244997}, {'id_article': 16367, 'percent': 1.5658522527138237}, {'id_article': 16814, 'percent': 0.6020045470556213}, {'id_article': 16852, 'percent': 0.5859937878254187}, {'id_article': 17719, 'percent': 0.28819366614364855}, {'id_article': 18032, 'percent': 0.3746517659867431}, {'id_article': 18053, 'percent': 0.6852604950526754}, {'id_article': 18173, 'percent': 0.8934003650453104}, {'id_article': 18755, 'percent': 0.896602516891351}, {'id_article': 18813, 'percent': 0.26577860322136476}, {'id_article': 19464, 'percent': 1.42495757148804}, {'id_article': 19888, 'percent': 0.7140798616670403}, {'id_article': 20146, 'percent': 1.1303596016523103}, {'id_article': 20154, 'percent': 0.7845272022799321}, {'id_article': 20554, 'percent': 0.6692497358224727}, {'id_article': 20724, 'percent': 0.7044734061289186}, {'id_article': 20870, 'percent': 0.6404303692081078}, {'id_article': 20901, 'percent': 0.6020045470556213}, {'id_article': 21013, 'percent': 1.0022735278106887}, {'id_article': 21353, 'percent': 0.7557078356655672}, {'id_article': 21532, 'percent': 0.5187485990585674}, {'id_article': 21597, 'percent': 0.659643280284351}]"
5,"[{'id_article': 2, 'percent': 0.4517785276279946}, {'id_article': 129, 'percent': 0.13340358508121924}, {'id_article': 133, 'percent': 0.29595417194488977}, {'id_article': 140, 'percent': 0.2331760142596101}, {'id_article': 141, 'percent': 0.3217380581370582}, {'id_article': 236, 'percent': 0.3385536360884724}, {'id_article': 241, 'percent': 0.15470331715301056}, {'id_article': 399, 'percent': 0.20739212806744167}, {'id_article': 402, 'percent': 0.2981962490050783}, {'id_article': 587, 'percent': 0.3138907884263982}, {'id_article': 658, 'percent': 0.20963420512763023}, {'id_article': 665, 'percent': 0.1569453942131991}, {'id_article': 676, 'percent': 0.25111263074111856}, {'id_article': 707, 'percent': 0.9876349450130602}, {'id_article': 735, 'percent': 0.10761969888905082}, {'id_article': 951, 'percent': 0.45514164321827744}, {'id_article': 985, 'percent': 0.28922794076432407}, {'id_article': 1037, 'percent': 0.15021916303263344}, {'id_article': 1155, 'percent': 0.15470331715301056}, {'id_article': 1167, 'percent': 0.152461240092822}, {'id_article': 1180, 'percent': 0.17488201069470757}, {'id_article': 1195, 'percent': 0.1625505868636705}, {'id_article': 1203, 'percent': 0.3150118269564925}, {'id_article': 1205, 'percent': 0.2174814748382902}, {'id_article': 1227, 'percent': 0.27465443987309845}, {'id_article': 1381, 'percent': 0.3475219443292266}, {'id_article': 1416, 'percent': 0.2387812069100815}, {'id_article': 1458, 'percent': 0.1311615080210307}, {'id_article': 1478, 'percent': 0.09865139064829659}, {'id_article': 1545, 'percent': 0.3307063663778124}, {'id_article': 1608, 'percent': 0.47419929822988016}, {'id_article': 1636, 'percent': 0.05044673385424257}, {'id_article': 1640, 'percent': 0.38563725435243207}, {'id_article': 1665, 'percent': 0.3464009057991323}, {'id_article': 1667, 'percent': 0.485409683530823}, {'id_article': 1681, 'percent': 0.19057655011602748}, {'id_article': 1738, 'percent': 0.6244184612625135}, {'id_article': 1776, 'percent': 0.2163604363081959}, {'id_article': 1784, 'percent': 0.44617333497752315}, {'id_article': 1811, 'percent': 0.1468560474423506}, {'id_article': 1825, 'percent': 0.6602916942255306}, {'id_article': 1928, 'percent': 0.17039785657433046}, {'id_article': 1933, 'percent': 1.0683497191798481}, {'id_article': 2012, 'percent': 0.14237189332197348}, {'id_article': 2146, 'percent': 0.29707521047498403}, {'id_article': 2206, 'percent': 0.16030850980348194}, {'id_article': 2232, 'percent': 0.43608398820667466}, {'id_article': 2236, 'percent': 0.1849713574655561}, {'id_article': 2299, 'percent': 0.27801755546338125}, {'id_article': 2319, 'percent': 0.2017869354169703}, {'id_article': 2373, 'percent': 0.3508850599195094}, {'id_article': 2374, 'percent': 0.2522336692712129}, {'id_article': 2382, 'percent': 0.11322489153952221}, {'id_article': 2430, 'percent': 0.18272928040536754}, {'id_article': 2519, 'percent': 0.774637624295147}, {'id_article': 2640, 'percent': 0.1670347409840476}, {'id_article': 2642, 'percent': 0.15582435568310482}, {'id_article': 2713, 'percent': 0.07735165857650528}, {'id_article': 2727, 'percent': 0.076230620046411}, {'id_article': 2989, 'percent': 0.2062710895373474}, {'id_article': 3023, 'percent': 0.45850475880856023}, {'id_article': 3034, 'percent': 0.2522336692712129}, {'id_article': 3289, 'percent': 0.41926841025526046}, {'id_article': 3307, 'percent': 0.09977242917839087}, {'id_article': 3310, 'percent': 0.9360671726287233}, {'id_article': 3415, 'percent': 0.21523939777810164}, {'id_article': 3479, 'percent': 0.2174814748382902}, {'id_article': 3603, 'percent': 0.06165711915518536}, {'id_article': 3621, 'percent': 0.049325695324148294}, {'id_article': 3675, 'percent': 0.22308666748876158}, {'id_article': 3693, 'percent': 0.21972355189847875}, {'id_article': 3699, 'percent': 0.3419167516787552}, {'id_article': 3745, 'percent': 0.5246460320841227}, {'id_article': 3748, 'percent': 0.27353340134300413}, {'id_article': 3809, 'percent': 0.2544757463314014}, {'id_article': 3873, 'percent': 0.6905597345380761}, {'id_article': 3917, 'percent': 0.27801755546338125}, {'id_article': 3923, 'percent': 0.14573500891225633}, {'id_article': 3927, 'percent': 0.24662847662074144}, {'id_article': 3932, 'percent': 0.13340358508121924}, {'id_article': 3943, 'percent': 0.15806643274329338}, {'id_article': 3964, 'percent': 0.28025963252356983}, {'id_article': 3967, 'percent': 0.1692768180442362}, {'id_article': 3985, 'percent': 0.12667735390065357}, {'id_article': 4209, 'percent': 0.5212829164938398}, {'id_article': 4297, 'percent': 0.6255394997926079}, {'id_article': 4419, 'percent': 0.3699427149311122}, {'id_article': 4473, 'percent': 0.06053608062509108}, {'id_article': 4480, 'percent': 0.15582435568310482}, {'id_article': 4494, 'percent': 0.21523939777810164}, {'id_article': 4830, 'percent': 0.4954990303016715}, {'id_article': 4885, 'percent': 0.26792820869253275}, {'id_article': 5031, 'percent': 0.3901214084728092}, {'id_article': 5049, 'percent': 0.10761969888905082}, {'id_article': 5066, 'percent': 0.3508850599195094}, {'id_article': 5071, 'percent': 0.6412340392139277}, {'id_article': 5107, 'percent': 0.4607468358687488}, {'id_article': 5155, 'percent': 0.27353340134300413}, {'id_article': 5185, 'percent': 0.29931728753517256}, {'id_article': 5205, 'percent': 0.12667735390065357}, {'id_article': 5238, 'percent': 0.2544757463314014}, {'id_article': 5273, 'percent': 0.24662847662074144}, {'id_article': 5298, 'percent': 0.3217380581370582}, {'id_article': 5334, 'percent': 0.1681557795141419}, {'id_article': 5441, 'percent': 0.26344405457215564}, {'id_article': 5477, 'percent': 0.14797708597244488}, {'id_article': 5481, 'percent': 0.8318105893299552}, {'id_article': 5484, 'percent': 0.15470331715301056}, {'id_article': 5503, 'percent': 0.39796867818346915}, {'id_article': 5510, 'percent': 0.1188300841899936}, {'id_article': 5593, 'percent': 0.2656861316323442}, {'id_article': 5787, 'percent': 0.1838503189354618}, {'id_article': 5792, 'percent': 0.1670347409840476}, {'id_article': 5812, 'percent': 0.1345246236113135}, {'id_article': 5814, 'percent': 0.3430377902088495}, {'id_article': 5821, 'percent': 0.2342970527897044}, {'id_article': 5844, 'percent': 0.6132080759615708}, {'id_article': 5895, 'percent': 0.3419167516787552}, {'id_article': 6194, 'percent': 0.3576112911000751}, {'id_article': 6246, 'percent': 0.21075524365772452}, {'id_article': 6358, 'percent': 0.3038014416555497}, {'id_article': 6362, 'percent': 0.3464009057991323}, {'id_article': 6559, 'percent': 0.7275540060311873}, {'id_article': 6662, 'percent': 0.19281862717621603}, {'id_article': 6774, 'percent': 0.4282367184960147}, {'id_article': 6786, 'percent': 0.36657959934082934}, {'id_article': 6828, 'percent': 0.38563725435243207}, {'id_article': 6887, 'percent': 0.4069369864242234}, {'id_article': 7025, 'percent': 0.14573500891225633}, {'id_article': 7031, 'percent': 0.20515005100725311}, {'id_article': 7038, 'percent': 0.28698586370413554}, {'id_article': 7092, 'percent': 1.2208109592726701}, {'id_article': 7120, 'percent': 0.058294003564902525}, {'id_article': 7122, 'percent': 0.23205497572951583}, {'id_article': 7233, 'percent': 0.18833447305583892}, {'id_article': 7344, 'percent': 0.22532874454895016}, {'id_article': 7402, 'percent': 0.3890003699427149}, {'id_article': 7413, 'percent': 0.4439312579173346}, {'id_article': 7517, 'percent': 0.13228254655112495}, {'id_article': 7569, 'percent': 0.25783886192168426}, {'id_article': 7706, 'percent': 0.27241236281290987}, {'id_article': 7730, 'percent': 0.3138907884263982}, {'id_article': 7883, 'percent': 0.28922794076432407}, {'id_article': 7949, 'percent': 0.4125421790746948}, {'id_article': 8058, 'percent': 0.9730614441218345}, {'id_article': 8188, 'percent': 0.3004383260652669}, {'id_article': 8216, 'percent': 0.46523098998912593}, {'id_article': 8257, 'percent': 0.11995112272008789}, {'id_article': 8380, 'percent': 0.7611851619340156}, {'id_article': 8400, 'percent': 0.15358227862291626}, {'id_article': 8413, 'percent': 0.276896516933287}, {'id_article': 8599, 'percent': 0.37778998464177216}, {'id_article': 8774, 'percent': 0.325101173727341}, {'id_article': 8821, 'percent': 0.2376601683799872}, {'id_article': 8937, 'percent': 0.15470331715301056}, {'id_article': 8952, 'percent': 0.05156777238433685}, {'id_article': 9084, 'percent': 0.29595417194488977}, {'id_article': 9139, 'percent': 0.14909812450253915}, {'id_article': 9431, 'percent': 0.3721847919913007}, {'id_article': 9443, 'percent': 0.401331793773752}, {'id_article': 9511, 'percent': 1.1905429189601247}, {'id_article': 9583, 'percent': 0.5414616100355369}, {'id_article': 9655, 'percent': 0.33967467461856665}, {'id_article': 9670, 'percent': 0.6109659989013823}, {'id_article': 9688, 'percent': 0.14461397038216203}, {'id_article': 9696, 'percent': 0.24550743809064718}, {'id_article': 9733, 'percent': 0.1311615080210307}, {'id_article': 9763, 'percent': 0.2925910563546069}, {'id_article': 9784, 'percent': 0.5470668026860083}, {'id_article': 9917, 'percent': 0.5739717274082711}, {'id_article': 9939, 'percent': 0.276896516933287}, {'id_article': 9997, 'percent': 0.11658800712980505}, {'id_article': 10085, 'percent': 0.24214432250036433}, {'id_article': 10094, 'percent': 0.23653912984989295}, {'id_article': 10113, 'percent': 0.16367162539376479}, {'id_article': 10117, 'percent': 0.32846428931762384}, {'id_article': 10170, 'percent': 0.10761969888905082}, {'id_article': 10194, 'percent': 0.11210385300942793}, {'id_article': 10251, 'percent': 0.13788773920159636}, {'id_article': 10291, 'percent': 0.18272928040536754}, {'id_article': 10336, 'percent': 0.5560351109267625}, {'id_article': 10466, 'percent': 0.200665896886876}, {'id_article': 10576, 'percent': 0.33519052049818954}, {'id_article': 10665, 'percent': 0.4450522964474289}, {'id_article': 10849, 'percent': 0.22420770601885587}, {'id_article': 10875, 'percent': 0.6389919621537392}, {'id_article': 10904, 'percent': 0.5997556136004395}, {'id_article': 10923, 'percent': 0.44056814232705177}, {'id_article': 10930, 'percent': 0.6053608062509108}, {'id_article': 10958, 'percent': 0.19169758864612177}, {'id_article': 10991, 'percent': 1.4338082799905834}, {'id_article': 11087, 'percent': 0.18609239599565036}, {'id_article': 11235, 'percent': 0.14012981626178492}, {'id_article': 11241, 'percent': 0.25335470780130714}, {'id_article': 11298, 'percent': 0.39908971671356347}, {'id_article': 11353, 'percent': 0.9427934038092889}, {'id_article': 11554, 'percent': 0.2544757463314014}, {'id_article': 11826, 'percent': 0.20739212806744167}, {'id_article': 11923, 'percent': 0.5739717274082711}, {'id_article': 12092, 'percent': 0.23093393719942154}, {'id_article': 12113, 'percent': 0.19393966570631033}, {'id_article': 12173, 'percent': 0.23205497572951583}, {'id_article': 12176, 'percent': 0.06277815768527964}, {'id_article': 12185, 'percent': 0.24550743809064718}, {'id_article': 12243, 'percent': 0.39236348553299777}, {'id_article': 12253, 'percent': 0.08295685122697667}, {'id_article': 12339, 'percent': 0.4159052946649776}, {'id_article': 12412, 'percent': 0.6950438886584532}, {'id_article': 12413, 'percent': 0.18721343452574465}, {'id_article': 12567, 'percent': 0.152461240092822}, {'id_article': 12880, 'percent': 0.2612019775119671}, {'id_article': 12896, 'percent': 0.40917906348441196}, {'id_article': 12999, 'percent': 0.4114211405446005}, {'id_article': 13110, 'percent': 0.1737609721646133}, {'id_article': 13178, 'percent': 0.2062710895373474}, {'id_article': 13563, 'percent': 0.32846428931762384}, {'id_article': 13575, 'percent': 0.3105276728361154}, {'id_article': 13741, 'percent': 0.477562413820163}, {'id_article': 14155, 'percent': 0.269049247222627}, {'id_article': 14179, 'percent': 0.22869186013923298}, {'id_article': 14354, 'percent': 0.19169758864612177}, {'id_article': 14411, 'percent': 0.49101487618129436}, {'id_article': 14492, 'percent': 0.07174646592603388}, {'id_article': 14548, 'percent': 0.3340694819680952}, {'id_article': 14549, 'percent': 0.5033463000123314}, {'id_article': 14561, 'percent': 0.24662847662074144}, {'id_article': 14572, 'percent': 0.9865139064829658}, {'id_article': 14761, 'percent': 0.7656693160543928}, {'id_article': 15080, 'percent': 0.3105276728361154}, {'id_article': 15107, 'percent': 0.37106375346120646}, {'id_article': 15171, 'percent': 0.42151048731544905}, {'id_article': 15303, 'percent': 0.1681557795141419}, {'id_article': 15325, 'percent': 0.1345246236113135}, {'id_article': 15585, 'percent': 0.37106375346120646}, {'id_article': 15590, 'percent': 0.3295853278477181}, {'id_article': 15638, 'percent': 0.7331591986816587}, {'id_article': 15694, 'percent': 0.15358227862291626}, {'id_article': 15776, 'percent': 0.31276974989630396}, {'id_article': 15829, 'percent': 0.27465443987309845}, {'id_article': 15861, 'percent': 0.6939228501283589}, {'id_article': 15863, 'percent': 0.4450522964474289}, {'id_article': 15878, 'percent': 0.325101173727341}, {'id_article': 16184, 'percent': 0.38563725435243207}, {'id_article': 16189, 'percent': 0.12891943096084213}, {'id_article': 16331, 'percent': 0.29034897929441833}, {'id_article': 16365, 'percent': 0.20402901247715885}, {'id_article': 16366, 'percent': 0.15582435568310482}, {'id_article': 16367, 'percent': 0.5481878412161026}, {'id_article': 16404, 'percent': 0.8901045928948578}, {'id_article': 16434, 'percent': 0.5369774559151598}, {'id_article': 16520, 'percent': 0.36882167640101793}, {'id_article': 16613, 'percent': 0.533614340324877}, {'id_article': 16636, 'percent': 0.1670347409840476}, {'id_article': 16726, 'percent': 0.3038014416555497}, {'id_article': 16753, 'percent': 0.09080412093763662}, {'id_article': 16782, 'percent': 0.2600809389818728}, {'id_article': 16788, 'percent': 2.6972187034068362}, {'id_article': 16862, 'percent': 0.27353340134300413}, {'id_article': 17100, 'percent': 0.2376601683799872}, {'id_article': 17126, 'percent': 0.24214432250036433}, {'id_article': 17145, 'percent': 0.1031355447686737}, {'id_article': 17402, 'percent': 0.1950607042364046}, {'id_article': 17412, 'percent': 0.5246460320841227}, {'id_article': 17438, 'percent': 0.6266605383227022}, {'id_article': 17453, 'percent': 0.28474378664394695}, {'id_article': 17529, 'percent': 0.39460556259318635}, {'id_article': 17612, 'percent': 0.09416723652791946}, {'id_article': 17647, 'percent': 0.0919251594677309}, {'id_article': 17651, 'percent': 0.05044673385424257}, {'id_article': 17716, 'percent': 0.2881069022342298}, {'id_article': 17729, 'percent': 0.07959373563669384}, {'id_article': 17816, 'percent': 0.3721847919913007}, {'id_article': 18046, 'percent': 0.200665896886876}, {'id_article': 18167, 'percent': 0.16367162539376479}, {'id_article': 18228, 'percent': 0.27801755546338125}, {'id_article': 18279, 'percent': 0.20739212806744167}, {'id_article': 18413, 'percent': 0.15021916303263344}, {'id_article': 18427, 'percent': 0.11995112272008789}, {'id_article': 18531, 'percent': 0.08744100534735379}, {'id_article': 18726, 'percent': 0.22644978307904443}, {'id_article': 18740, 'percent': 0.16142954833357623}, {'id_article': 18757, 'percent': 0.44841541203771174}, {'id_article': 18813, 'percent': 0.09304619799782518}, {'id_article': 19306, 'percent': 0.1692768180442362}, {'id_article': 19447, 'percent': 0.24550743809064718}, {'id_article': 19781, 'percent': 0.11098281447933366}, {'id_article': 19833, 'percent': 0.23093393719942154}, {'id_article': 19854, 'percent': 0.2712913242828156}, {'id_article': 19888, 'percent': 0.2499915922110243}, {'id_article': 19894, 'percent': 0.14461397038216203}, {'id_article': 19919, 'percent': 0.2062710895373474}, {'id_article': 19947, 'percent': 0.269049247222627}, {'id_article': 19949, 'percent': 0.08631996681725951}, {'id_article': 19982, 'percent': 0.5481878412161026}, {'id_article': 19989, 'percent': 0.1356456621414078}, {'id_article': 20146, 'percent': 0.3957266011232806}, {'id_article': 20163, 'percent': 0.152461240092822}, {'id_article': 20173, 'percent': 0.4114211405446005}, {'id_article': 20329, 'percent': 0.353127136979698}, {'id_article': 20348, 'percent': 0.07286750445612816}, {'id_article': 20414, 'percent': 0.3755479075815836}, {'id_article': 20416, 'percent': 0.29483313341479545}, {'id_article': 20532, 'percent': 0.3755479075815836}, {'id_article': 20554, 'percent': 0.2342970527897044}, {'id_article': 20724, 'percent': 0.24662847662074144}, {'id_article': 20870, 'percent': 0.22420770601885587}, {'id_article': 20901, 'percent': 0.21075524365772452}, {'id_article': 20927, 'percent': 0.05605192650471397}, {'id_article': 21007, 'percent': 0.30155936459536115}, {'id_article': 21013, 'percent': 0.3508850599195094}, {'id_article': 21101, 'percent': 0.15021916303263344}, {'id_article': 21388, 'percent': 0.20851316659753596}, {'id_article': 21494, 'percent': 0.05380984944452541}, {'id_article': 21518, 'percent': 0.3239801351972467}, {'id_article': 21532, 'percent': 0.18160824187527325}, {'id_article': 21556, 'percent': 0.22757082160913872}]"
6,"[{'id_article': 2, 'percent': 3.613377566574016}, {'id_article': 41, 'percent': 11.064287635613736}, {'id_article': 569, 'percent': 2.340177530709226}, {'id_article': 943, 'percent': 8.347529812606474}, {'id_article': 1309, 'percent': 0.9862817179234287}, {'id_article': 2475, 'percent': 3.263695866582982}, {'id_article': 3599, 'percent': 3.191966287097642}, {'id_article': 3727, 'percent': 4.1872142024567385}, {'id_article': 5418, 'percent': 1.479422576885143}, {'id_article': 6487, 'percent': 2.537433874293912}, {'id_article': 7517, 'percent': 1.058011297408769}, {'id_article': 8979, 'percent': 2.3312113332735587}, {'id_article': 9552, 'percent': 5.765264951134224}, {'id_article': 9917, 'percent': 4.590693087061777}, {'id_article': 12111, 'percent': 2.6719268358289248}, {'id_article': 12111, 'percent': 2.6719268358289248}, {'id_article': 12149, 'percent': 1.6228817358558236}, {'id_article': 12577, 'percent': 4.635524074240115}, {'id_article': 12704, 'percent': 1.712543710212499}, {'id_article': 13132, 'percent': 2.6988254281359274}, {'id_article': 14845, 'percent': 3.3712902358109926}, {'id_article': 15943, 'percent': 0.5021070563973818}, {'id_article': 16467, 'percent': 4.581726889626109}, {'id_article': 16792, 'percent': 1.981529633282525}, {'id_article': 17275, 'percent': 2.1339549896888728}, {'id_article': 17461, 'percent': 2.5284676768582446}, {'id_article': 17669, 'percent': 0.09862817179234287}, {'id_article': 18208, 'percent': 4.608625481933112}, {'id_article': 19069, 'percent': 1.8380704743118443}, {'id_article': 20130, 'percent': 4.3486057562987535}, {'id_article': 21013, 'percent': 2.806419797363938}, {'id_article': 21494, 'percent': 0.4303774769120416}]"
7,"[{'id_article': 3, 'percent': 9.071156979902227}, {'id_article': 4066, 'percent': 43.72623574144487}, {'id_article': 11300, 'percent': 11.080934274850625}, {'id_article': 11643, 'percent': 11.189570885388376}, {'id_article': 15530, 'percent': 9.994568169473112}, {'id_article': 16275, 'percent': 5.649103747963063}, {'id_article': 20084, 'percent': 5.7034220532319395}, {'id_article': 20626, 'percent': 3.5850081477457905}]"
