id_category,percentage_content
0,"[{'id_article': 0, 'percent': 1.8309598668392824}, {'id_article': 1486, 'percent': 3.402996116145737}, {'id_article': 2085, 'percent': 4.10578879230627}, {'id_article': 2288, 'percent': 3.0515997780654707}, {'id_article': 2616, 'percent': 3.347512483817274}, {'id_article': 3541, 'percent': 2.9961161457370076}, {'id_article': 4096, 'percent': 2.052894396153135}, {'id_article': 4288, 'percent': 2.367301646014426}, {'id_article': 4580, 'percent': 1.36859626410209}, {'id_article': 5536, 'percent': 3.144072498612909}, {'id_article': 5777, 'percent': 2.552247087109303}, {'id_article': 6050, 'percent': 2.8666543369705937}, {'id_article': 7818, 'percent': 3.4584797484742}, {'id_article': 8045, 'percent': 2.2193452931385242}, {'id_article': 8369, 'percent': 2.2008507490290365}, {'id_article': 8604, 'percent': 1.978916219715184}, {'id_article': 8914, 'percent': 3.754392454226003}, {'id_article': 9708, 'percent': 2.367301646014426}, {'id_article': 9990, 'percent': 2.5152579988903274}, {'id_article': 10275, 'percent': 1.8864434991677455}, {'id_article': 10661, 'percent': 2.533752542999815}, {'id_article': 12003, 'percent': 2.2748289254669873}, {'id_article': 12272, 'percent': 2.1453671167005735}, {'id_article': 12533, 'percent': 2.348807101904938}, {'id_article': 12776, 'percent': 3.144072498612909}, {'id_article': 12839, 'percent': 1.60902533752543}, {'id_article': 13031, 'percent': 2.5152579988903274}, {'id_article': 13580, 'percent': 4.10578879230627}, {'id_article': 13891, 'percent': 2.182356204919549}, {'id_article': 14133, 'percent': 1.7014980580728685}, {'id_article': 14636, 'percent': 2.0159053079341596}, {'id_article': 14824, 'percent': 2.3857961901239135}, {'id_article': 15730, 'percent': 1.2206399112261883}, {'id_article': 15961, 'percent': 1.9974107638246716}, {'id_article': 16503, 'percent': 3.4214906602552246}, {'id_article': 16574, 'percent': 2.4597743665618643}, {'id_article': 17854, 'percent': 2.8851488810800814}, {'id_article': 18039, 'percent': 2.4412798224523766}, {'id_article': 18526, 'percent': 3.144072498612909}]"
1,"[{'id_article': 0, 'percent': 3.4079173838209984}, {'id_article': 1486, 'percent': 6.333907056798623}, {'id_article': 2085, 'percent': 7.641996557659208}, {'id_article': 2288, 'percent': 5.679862306368331}, {'id_article': 2616, 'percent': 6.230636833046471}, {'id_article': 3541, 'percent': 5.576592082616179}, {'id_article': 4096, 'percent': 3.820998278829604}, {'id_article': 4288, 'percent': 4.406196213425129}, {'id_article': 5536, 'percent': 5.851979345955249}, {'id_article': 5777, 'percent': 4.750430292598967}, {'id_article': 6050, 'percent': 5.335628227194492}, {'id_article': 7818, 'percent': 6.437177280550775}, {'id_article': 8045, 'percent': 4.130808950086059}, {'id_article': 8369, 'percent': 4.096385542168675}, {'id_article': 8604, 'percent': 3.683304647160069}, {'id_article': 12003, 'percent': 4.23407917383821}, {'id_article': 12093, 'percent': 3.8898450946643717}, {'id_article': 13891, 'percent': 4.061962134251291}, {'id_article': 16574, 'percent': 4.578313253012048}, {'id_article': 18526, 'percent': 5.851979345955249}]"
2,"[{'id_article': 0, 'percent': 100.0}]"
3,"[{'id_article': 1, 'percent': 100.0}]"
4,"[{'id_article': 2, 'percent': 1.2905109489051094}, {'id_article': 241, 'percent': 0.40875912408759124}, {'id_article': 587, 'percent': 0.9226277372262773}, {'id_article': 787, 'percent': 0.6510948905109489}, {'id_article': 943, 'percent': 3.086131386861314}, {'id_article': 993, 'percent': 0.7912408759124088}, {'id_article': 1037, 'percent': 0.41751824817518246}, {'id_article': 1155, 'percent': 0.42627737226277373}, {'id_article': 1205, 'percent': 0.6131386861313869}, {'id_article': 1227, 'percent': 0.7912408759124088}, {'id_article': 1439, 'percent': 0.39124087591240875}, {'id_article': 1687, 'percent': 1.2467153284671533}, {'id_article': 1738, 'percent': 1.7255474452554744}, {'id_article': 1784, 'percent': 1.27007299270073}, {'id_article': 1803, 'percent': 0.545985401459854}, {'id_article': 2146, 'percent': 0.8700729927007299}, {'id_article': 2373, 'percent': 0.9927007299270073}, {'id_article': 2374, 'percent': 0.7065693430656934}, {'id_article': 2399, 'percent': 0.42627737226277373}, {'id_article': 2428, 'percent': 0.5372262773722628}, {'id_article': 2430, 'percent': 0.5021897810218978}, {'id_article': 2642, 'percent': 0.4467153284671533}, {'id_article': 2734, 'percent': 0.20437956204379562}, {'id_article': 2759, 'percent': 3.3401459854014597}, {'id_article': 2790, 'percent': 4.7153284671532845}, {'id_article': 3281, 'percent': 0.4846715328467153}, {'id_article': 3310, 'percent': 2.7386861313868613}, {'id_article': 3413, 'percent': 0.5781021897810219}, {'id_article': 3479, 'percent': 0.6131386861313869}, {'id_article': 3676, 'percent': 0.8788321167883212}, {'id_article': 3694, 'percent': 2.145985401459854}, {'id_article': 3699, 'percent': 0.9547445255474453}, {'id_article': 3748, 'percent': 0.7883211678832117}, {'id_article': 3778, 'percent': 1.8832116788321167}, {'id_article': 3781, 'percent': 1.0102189781021897}, {'id_article': 4266, 'percent': 1.1094890510948905}, {'id_article': 4352, 'percent': 0.5576642335766423}, {'id_article': 4419, 'percent': 1.0744525547445256}, {'id_article': 4428, 'percent': 0.4992700729927007}, {'id_article': 4830, 'percent': 1.378102189781022}, {'id_article': 5185, 'percent': 0.8525547445255475}, {'id_article': 5346, 'percent': 0.6277372262773723}, {'id_article': 5349, 'percent': 0.8817518248175182}, {'id_article': 5481, 'percent': 2.461313868613139}, {'id_article': 5503, 'percent': 1.12992700729927}, {'id_article': 5668, 'percent': 0.41751824817518246}, {'id_article': 5872, 'percent': 1.121167883211679}, {'id_article': 5960, 'percent': 1.121167883211679}, {'id_article': 6566, 'percent': 1.051094890510949}, {'id_article': 6592, 'percent': 2.551824817518248}, {'id_article': 7406, 'percent': 3.305109489051095}, {'id_article': 8188, 'percent': 0.8321167883211679}, {'id_article': 8413, 'percent': 0.7941605839416058}, {'id_article': 8456, 'percent': 0.6744525547445256}, {'id_article': 8477, 'percent': 1.454014598540146}, {'id_article': 8599, 'percent': 1.0861313868613138}, {'id_article': 9139, 'percent': 0.4}, {'id_article': 9583, 'percent': 1.5678832116788322}, {'id_article': 9670, 'percent': 1.7664233576642336}, {'id_article': 9817, 'percent': 0.38248175182481753}, {'id_article': 9834, 'percent': 0.3854014598540146}, {'id_article': 9857, 'percent': 0.39416058394160586}, {'id_article': 9862, 'percent': 0.04671532846715328}, {'id_article': 10117, 'percent': 0.9255474452554745}, {'id_article': 10396, 'percent': 0.1897810218978102}, {'id_article': 10416, 'percent': 0.8087591240875912}, {'id_article': 10426, 'percent': 0.24233576642335766}, {'id_article': 10431, 'percent': 0.9518248175182482}, {'id_article': 10930, 'percent': 1.7664233576642336}, {'id_article': 11087, 'percent': 0.4992700729927007}, {'id_article': 11241, 'percent': 0.724087591240876}, {'id_article': 11465, 'percent': 0.8379562043795621}, {'id_article': 11528, 'percent': 0.2656934306569343}, {'id_article': 12185, 'percent': 0.6948905109489051}, {'id_article': 12903, 'percent': 0.41751824817518246}, {'id_article': 13242, 'percent': 0.9722627737226277}, {'id_article': 14064, 'percent': 0.9430656934306569}, {'id_article': 14579, 'percent': 0.9547445255474453}, {'id_article': 15107, 'percent': 1.0394160583941605}, {'id_article': 15376, 'percent': 0.35036496350364965}, {'id_article': 15664, 'percent': 0.44379562043795623}, {'id_article': 15929, 'percent': 0.8379562043795621}, {'id_article': 16191, 'percent': 0.3883211678832117}, {'id_article': 16331, 'percent': 0.8087591240875912}, {'id_article': 16367, 'percent': 1.5941605839416058}, {'id_article': 16814, 'percent': 0.5897810218978102}, {'id_article': 16852, 'percent': 0.5897810218978102}, {'id_article': 17719, 'percent': 0.2656934306569343}, {'id_article': 18032, 'percent': 0.362043795620438}, {'id_article': 18053, 'percent': 0.6715328467153284}, {'id_article': 18173, 'percent': 0.8934306569343066}, {'id_article': 18755, 'percent': 0.8934306569343066}, {'id_article': 18813, 'percent': 0.25401459854014596}, {'id_article': 19464, 'percent': 1.4510948905109489}, {'id_article': 19888, 'percent': 0.7007299270072993}, {'id_article': 20146, 'percent': 1.1153284671532846}, {'id_article': 20154, 'percent': 0.762043795620438}, {'id_article': 20554, 'percent': 0.6627737226277373}, {'id_article': 20724, 'percent': 0.6978102189781021}, {'id_article': 20870, 'percent': 0.6160583941605839}, {'id_article': 20901, 'percent': 0.5927007299270073}, {'id_article': 21013, 'percent': 1.018978102189781}, {'id_article': 21353, 'percent': 0.7474452554744525}, {'id_article': 21532, 'percent': 0.4846715328467153}, {'id_article': 21597, 'percent': 0.654014598540146}]"
5,"[{'id_article': 2, 'percent': 0.4539152759948652}, {'id_article': 129, 'percent': 0.1252888318356868}, {'id_article': 133, 'percent': 0.2998716302952503}, {'id_article': 140, 'percent': 0.23106546854942234}, {'id_article': 141, 'percent': 0.31424903722721437}, {'id_article': 236, 'percent': 0.33992297817715017}, {'id_article': 241, 'percent': 0.14377406931964057}, {'id_article': 399, 'percent': 0.20539152759948653}, {'id_article': 402, 'percent': 0.2998716302952503}, {'id_article': 587, 'percent': 0.3245186136071887}, {'id_article': 658, 'percent': 0.20949935815147624}, {'id_article': 665, 'percent': 0.15301668806161745}, {'id_article': 676, 'percent': 0.24544287548138638}, {'id_article': 707, 'percent': 1.0454428754813865}, {'id_article': 735, 'percent': 0.1037227214377407}, {'id_article': 951, 'percent': 0.4539152759948652}, {'id_article': 985, 'percent': 0.28241335044929394}, {'id_article': 1037, 'percent': 0.14685494223363285}, {'id_article': 1155, 'percent': 0.14993581514762516}, {'id_article': 1167, 'percent': 0.1509627727856226}, {'id_article': 1180, 'percent': 0.17150192554557125}, {'id_article': 1195, 'percent': 0.1581514762516046}, {'id_article': 1203, 'percent': 0.32349165596919127}, {'id_article': 1205, 'percent': 0.21566110397946084}, {'id_article': 1227, 'percent': 0.27830551989730423}, {'id_article': 1381, 'percent': 0.34403080872913994}, {'id_article': 1416, 'percent': 0.2392811296534018}, {'id_article': 1458, 'percent': 0.12631578947368421}, {'id_article': 1478, 'percent': 0.09345314505776636}, {'id_article': 1545, 'percent': 0.31938382541720156}, {'id_article': 1608, 'percent': 0.5062901155327343}, {'id_article': 1636, 'percent': 0.04826700898587933}, {'id_article': 1640, 'percent': 0.39127086007702183}, {'id_article': 1665, 'percent': 0.33170731707317075}, {'id_article': 1667, 'percent': 0.49602053915275995}, {'id_article': 1681, 'percent': 0.18382541720154044}, {'id_article': 1738, 'percent': 0.6069319640564826}, {'id_article': 1776, 'percent': 0.2228498074454429}, {'id_article': 1784, 'percent': 0.4467265725288832}, {'id_article': 1811, 'percent': 0.1417201540436457}, {'id_article': 1825, 'percent': 0.6695763799743261}, {'id_article': 1928, 'percent': 0.16328626444159178}, {'id_article': 1933, 'percent': 1.0813863928112966}, {'id_article': 2012, 'percent': 0.13658536585365855}, {'id_article': 2146, 'percent': 0.3060333761232349}, {'id_article': 2206, 'percent': 0.17150192554557125}, {'id_article': 2232, 'percent': 0.42310654685494226}, {'id_article': 2236, 'percent': 0.1735558408215661}, {'id_article': 2299, 'percent': 0.27008985879332476}, {'id_article': 2319, 'percent': 0.20231065468549422}, {'id_article': 2373, 'percent': 0.3491655969191271}, {'id_article': 2374, 'percent': 0.2485237483953787}, {'id_article': 2382, 'percent': 0.10577663671373556}, {'id_article': 2430, 'percent': 0.17663671373555842}, {'id_article': 2519, 'percent': 0.7928112965340179}, {'id_article': 2640, 'percent': 0.16534017971758666}, {'id_article': 2642, 'percent': 0.15712451861360718}, {'id_article': 2713, 'percent': 0.07804878048780488}, {'id_article': 2727, 'percent': 0.07291399229781771}, {'id_article': 2989, 'percent': 0.21052631578947367}, {'id_article': 3023, 'percent': 0.4600770218228498}, {'id_article': 3034, 'percent': 0.2505776636713736}, {'id_article': 3289, 'percent': 0.40462130937098845}, {'id_article': 3307, 'percent': 0.0944801026957638}, {'id_article': 3310, 'percent': 0.9632862644415918}, {'id_article': 3415, 'percent': 0.21566110397946084}, {'id_article': 3479, 'percent': 0.21566110397946084}, {'id_article': 3603, 'percent': 0.05648267008985879}, {'id_article': 3621, 'percent': 0.0472400513478819}, {'id_article': 3675, 'percent': 0.23209242618741976}, {'id_article': 3693, 'percent': 0.21874197689345315}, {'id_article': 3699, 'percent': 0.33581514762516046}, {'id_article': 3745, 'percent': 0.5278562259306804}, {'id_article': 3748, 'percent': 0.2772785622593068}, {'id_article': 3809, 'percent': 0.25365853658536586}, {'id_article': 3873, 'percent': 0.6829268292682927}, {'id_article': 3917, 'percent': 0.2711168164313222}, {'id_article': 3923, 'percent': 0.14377406931964057}, {'id_article': 3927, 'percent': 0.23517329910141208}, {'id_article': 3932, 'percent': 0.12631578947368421}, {'id_article': 3943, 'percent': 0.15712451861360718}, {'id_article': 3964, 'percent': 0.26598202824133504}, {'id_article': 3967, 'percent': 0.16123234916559692}, {'id_article': 3985, 'percent': 0.11707317073170732}, {'id_article': 4209, 'percent': 0.5124518613607189}, {'id_article': 4297, 'percent': 0.6223363286264442}, {'id_article': 4419, 'percent': 0.3779204107830552}, {'id_article': 4473, 'percent': 0.05750962772785623}, {'id_article': 4480, 'percent': 0.14993581514762516}, {'id_article': 4494, 'percent': 0.2146341463414634}, {'id_article': 4830, 'percent': 0.4847240051347882}, {'id_article': 4885, 'percent': 0.2649550706033376}, {'id_article': 5031, 'percent': 0.37997432605905007}, {'id_article': 5049, 'percent': 0.11091142490372272}, {'id_article': 5066, 'percent': 0.35430038510911427}, {'id_article': 5071, 'percent': 0.6264441591784339}, {'id_article': 5107, 'percent': 0.5021822849807446}, {'id_article': 5155, 'percent': 0.2690629011553273}, {'id_article': 5185, 'percent': 0.2998716302952503}, {'id_article': 5205, 'percent': 0.12836970474967907}, {'id_article': 5238, 'percent': 0.2557124518613607}, {'id_article': 5273, 'percent': 0.24030808729139924}, {'id_article': 5298, 'percent': 0.31938382541720156}, {'id_article': 5334, 'percent': 0.16534017971758666}, {'id_article': 5441, 'percent': 0.26290115532734276}, {'id_article': 5477, 'percent': 0.14377406931964057}, {'id_article': 5481, 'percent': 0.8657252888318356}, {'id_article': 5484, 'percent': 0.15301668806161745}, {'id_article': 5503, 'percent': 0.3974326059050064}, {'id_article': 5510, 'percent': 0.11193838254172016}, {'id_article': 5593, 'percent': 0.26700898587933247}, {'id_article': 5787, 'percent': 0.17766367137355585}, {'id_article': 5792, 'percent': 0.1581514762516046}, {'id_article': 5812, 'percent': 0.13350449293966624}, {'id_article': 5814, 'percent': 0.33889602053915274}, {'id_article': 5821, 'percent': 0.22901155327342748}, {'id_article': 5844, 'percent': 0.6100128369704749}, {'id_article': 5895, 'percent': 0.3306803594351733}, {'id_article': 6194, 'percent': 0.36970474967907574}, {'id_article': 6246, 'percent': 0.20436456996148908}, {'id_article': 6358, 'percent': 0.3060333761232349}, {'id_article': 6362, 'percent': 0.3306803594351733}, {'id_article': 6559, 'percent': 0.7476251604621309}, {'id_article': 6662, 'percent': 0.18279845956354301}, {'id_article': 6774, 'percent': 0.4467265725288832}, {'id_article': 6786, 'percent': 0.35738125802310655}, {'id_article': 6828, 'percent': 0.38613607188703464}, {'id_article': 6887, 'percent': 0.403594351732991}, {'id_article': 7025, 'percent': 0.13966623876765083}, {'id_article': 7031, 'percent': 0.19614890885750963}, {'id_article': 7038, 'percent': 0.2854942233632863}, {'id_article': 7092, 'percent': 1.2682926829268293}, {'id_article': 7120, 'percent': 0.053401797175866496}, {'id_article': 7122, 'percent': 0.22182284980744543}, {'id_article': 7233, 'percent': 0.18074454428754813}, {'id_article': 7344, 'percent': 0.21668806161745827}, {'id_article': 7402, 'percent': 0.3768934531450578}, {'id_article': 7413, 'percent': 0.47342747111681643}, {'id_article': 7517, 'percent': 0.13658536585365855}, {'id_article': 7569, 'percent': 0.25263157894736843}, {'id_article': 7706, 'percent': 0.2690629011553273}, {'id_article': 7730, 'percent': 0.31014120667522466}, {'id_article': 7883, 'percent': 0.2731707317073171}, {'id_article': 7949, 'percent': 0.4467265725288832}, {'id_article': 8058, 'percent': 0.9622593068035944}, {'id_article': 8188, 'percent': 0.2926829268292683}, {'id_article': 8216, 'percent': 0.44878048780487806}, {'id_article': 8257, 'percent': 0.11296534017971759}, {'id_article': 8380, 'percent': 0.7476251604621309}, {'id_article': 8400, 'percent': 0.15198973042362002}, {'id_article': 8413, 'percent': 0.27933247753530166}, {'id_article': 8599, 'percent': 0.3820282413350449}, {'id_article': 8774, 'percent': 0.31424903722721437}, {'id_article': 8821, 'percent': 0.23825417201540436}, {'id_article': 8937, 'percent': 0.1509627727856226}, {'id_article': 8952, 'percent': 0.04826700898587933}, {'id_article': 9084, 'percent': 0.3029525032092426}, {'id_article': 9139, 'percent': 0.14069319640564826}, {'id_article': 9431, 'percent': 0.37997432605905007}, {'id_article': 9443, 'percent': 0.39127086007702183}, {'id_article': 9511, 'percent': 1.2231065468549422}, {'id_article': 9583, 'percent': 0.5514762516046213}, {'id_article': 9655, 'percent': 0.3409499358151476}, {'id_article': 9670, 'percent': 0.6213093709884467}, {'id_article': 9688, 'percent': 0.14274711168164314}, {'id_article': 9696, 'percent': 0.23414634146341465}, {'id_article': 9733, 'percent': 0.13453145057766366}, {'id_article': 9763, 'percent': 0.2988446726572529}, {'id_article': 9784, 'percent': 0.5453145057766368}, {'id_article': 9917, 'percent': 0.5761232349165597}, {'id_article': 9939, 'percent': 0.27522464698331195}, {'id_article': 9997, 'percent': 0.12118100128369705}, {'id_article': 10085, 'percent': 0.2300385109114249}, {'id_article': 10094, 'percent': 0.23106546854942234}, {'id_article': 10113, 'percent': 0.16739409499358152}, {'id_article': 10117, 'percent': 0.3255455712451861}, {'id_article': 10170, 'percent': 0.10474967907573812}, {'id_article': 10194, 'percent': 0.1037227214377407}, {'id_article': 10251, 'percent': 0.13350449293966624}, {'id_article': 10291, 'percent': 0.18279845956354301}, {'id_article': 10336, 'percent': 0.5648267008985879}, {'id_article': 10466, 'percent': 0.1992297817715019}, {'id_article': 10576, 'percent': 0.3368421052631579}, {'id_article': 10665, 'percent': 0.43337612323491653}, {'id_article': 10849, 'percent': 0.2269576379974326}, {'id_article': 10875, 'percent': 0.6541720154043645}, {'id_article': 10904, 'percent': 0.5925545571245187}, {'id_article': 10923, 'percent': 0.43953786906290115}, {'id_article': 10930, 'percent': 0.6213093709884467}, {'id_article': 10958, 'percent': 0.18793324775353018}, {'id_article': 10991, 'percent': 1.4274711168164314}, {'id_article': 11087, 'percent': 0.17560975609756097}, {'id_article': 11235, 'percent': 0.1355584082156611}, {'id_article': 11241, 'percent': 0.2546854942233633}, {'id_article': 11298, 'percent': 0.4025673940949936}, {'id_article': 11353, 'percent': 0.9386392811296534}, {'id_article': 11554, 'percent': 0.26187419768934533}, {'id_article': 11826, 'percent': 0.19614890885750963}, {'id_article': 11923, 'percent': 0.6100128369704749}, {'id_article': 12092, 'percent': 0.23517329910141208}, {'id_article': 12113, 'percent': 0.1920410783055199}, {'id_article': 12173, 'percent': 0.23517329910141208}, {'id_article': 12176, 'percent': 0.05750962772785623}, {'id_article': 12185, 'percent': 0.24441591784338895}, {'id_article': 12243, 'percent': 0.40770218228498073}, {'id_article': 12253, 'percent': 0.0821566110397946}, {'id_article': 12339, 'percent': 0.4200256739409499}, {'id_article': 12412, 'percent': 0.7353016688061618}, {'id_article': 12413, 'percent': 0.18382541720154044}, {'id_article': 12567, 'percent': 0.14274711168164314}, {'id_article': 12880, 'percent': 0.27008985879332476}, {'id_article': 12896, 'percent': 0.4128369704749679}, {'id_article': 12999, 'percent': 0.40872913992297816}, {'id_article': 13110, 'percent': 0.16534017971758666}, {'id_article': 13178, 'percent': 0.21155327342747113}, {'id_article': 13563, 'percent': 0.3152759948652118}, {'id_article': 13575, 'percent': 0.31014120667522466}, {'id_article': 13741, 'percent': 0.4682926829268293}, {'id_article': 14155, 'percent': 0.2546854942233633}, {'id_article': 14179, 'percent': 0.22387676508344032}, {'id_article': 14354, 'percent': 0.19820282413350448}, {'id_article': 14411, 'percent': 0.4878048780487805}, {'id_article': 14492, 'percent': 0.06469833119383825}, {'id_article': 14548, 'percent': 0.3378690629011553}, {'id_article': 14549, 'percent': 0.517586649550706}, {'id_article': 14561, 'percent': 0.24133504492939667}, {'id_article': 14572, 'percent': 1.0320924261874198}, {'id_article': 14761, 'percent': 0.7722721437740693}, {'id_article': 15080, 'percent': 0.31322207958921694}, {'id_article': 15107, 'percent': 0.36559691912708603}, {'id_article': 15171, 'percent': 0.42207958921694483}, {'id_article': 15303, 'percent': 0.16842105263157894}, {'id_article': 15325, 'percent': 0.13042362002567395}, {'id_article': 15585, 'percent': 0.3851091142490372}, {'id_article': 15590, 'percent': 0.3296534017971759}, {'id_article': 15638, 'percent': 0.7424903722721438}, {'id_article': 15694, 'percent': 0.14890885750962773}, {'id_article': 15776, 'percent': 0.3070603337612324}, {'id_article': 15829, 'percent': 0.2690629011553273}, {'id_article': 15861, 'percent': 0.7188703465982028}, {'id_article': 15863, 'percent': 0.4600770218228498}, {'id_article': 15878, 'percent': 0.3245186136071887}, {'id_article': 16184, 'percent': 0.3933247753530167}, {'id_article': 16189, 'percent': 0.13658536585365855}, {'id_article': 16331, 'percent': 0.28446726572528885}, {'id_article': 16365, 'percent': 0.20641848523748396}, {'id_article': 16366, 'percent': 0.14685494223363285}, {'id_article': 16367, 'percent': 0.5607188703465982}, {'id_article': 16404, 'percent': 0.8955070603337613}, {'id_article': 16434, 'percent': 0.562772785622593}, {'id_article': 16520, 'percent': 0.36148908857509626}, {'id_article': 16613, 'percent': 0.5771501925545571}, {'id_article': 16636, 'percent': 0.1602053915275995}, {'id_article': 16726, 'percent': 0.29781771501925547}, {'id_article': 16753, 'percent': 0.09037227214377407}, {'id_article': 16782, 'percent': 0.2649550706033376}, {'id_article': 16788, 'percent': 2.689602053915276}, {'id_article': 16862, 'percent': 0.28754813863928114}, {'id_article': 17100, 'percent': 0.23722721437740693}, {'id_article': 17126, 'percent': 0.2557124518613607}, {'id_article': 17145, 'percent': 0.09345314505776636}, {'id_article': 17402, 'percent': 0.19306803594351732}, {'id_article': 17412, 'percent': 0.5576379974326059}, {'id_article': 17438, 'percent': 0.6274711168164313}, {'id_article': 17453, 'percent': 0.2762516046213094}, {'id_article': 17529, 'percent': 0.372785622593068}, {'id_article': 17612, 'percent': 0.08831835686777921}, {'id_article': 17647, 'percent': 0.09345314505776636}, {'id_article': 17651, 'percent': 0.04826700898587933}, {'id_article': 17716, 'percent': 0.29473684210526313}, {'id_article': 17729, 'percent': 0.07702182284980745}, {'id_article': 17816, 'percent': 0.3810012836970475}, {'id_article': 18046, 'percent': 0.19409499358151477}, {'id_article': 18167, 'percent': 0.16328626444159178}, {'id_article': 18228, 'percent': 0.2762516046213094}, {'id_article': 18279, 'percent': 0.20436456996148908}, {'id_article': 18413, 'percent': 0.15301668806161745}, {'id_article': 18427, 'percent': 0.12015404364569962}, {'id_article': 18531, 'percent': 0.08421052631578947}, {'id_article': 18726, 'percent': 0.22798459563543003}, {'id_article': 18740, 'percent': 0.15917843388960207}, {'id_article': 18757, 'percent': 0.45186136071887034}, {'id_article': 18813, 'percent': 0.08934531450577664}, {'id_article': 19306, 'percent': 0.16534017971758666}, {'id_article': 19447, 'percent': 0.2392811296534018}, {'id_article': 19781, 'percent': 0.10680359435173299}, {'id_article': 19833, 'percent': 0.22593068035943517}, {'id_article': 19854, 'percent': 0.2649550706033376}, {'id_article': 19888, 'percent': 0.24646983311938384}, {'id_article': 19894, 'percent': 0.1417201540436457}, {'id_article': 19919, 'percent': 0.2074454428754814}, {'id_article': 19947, 'percent': 0.2711168164313222}, {'id_article': 19949, 'percent': 0.08318356867779204}, {'id_article': 19982, 'percent': 0.5370988446726572}, {'id_article': 19989, 'percent': 0.1324775353016688}, {'id_article': 20146, 'percent': 0.39229781771501926}, {'id_article': 20163, 'percent': 0.14993581514762516}, {'id_article': 20173, 'percent': 0.42721437740693197}, {'id_article': 20329, 'percent': 0.3419768934531451}, {'id_article': 20348, 'percent': 0.06675224646983312}, {'id_article': 20414, 'percent': 0.3810012836970475}, {'id_article': 20416, 'percent': 0.2906290115532734}, {'id_article': 20532, 'percent': 0.3594351732991014}, {'id_article': 20554, 'percent': 0.2331193838254172}, {'id_article': 20724, 'percent': 0.24544287548138638}, {'id_article': 20870, 'percent': 0.21668806161745827}, {'id_article': 20901, 'percent': 0.20847240051347882}, {'id_article': 20927, 'percent': 0.05237483953786906}, {'id_article': 21007, 'percent': 0.29473684210526313}, {'id_article': 21013, 'percent': 0.358408215661104}, {'id_article': 21101, 'percent': 0.144801026957638}, {'id_article': 21388, 'percent': 0.20436456996148908}, {'id_article': 21494, 'percent': 0.05853658536585366}, {'id_article': 21518, 'percent': 0.320410783055199}, {'id_article': 21532, 'percent': 0.1704749679075738}, {'id_article': 21556, 'percent': 0.21874197689345315}]"
6,"[{'id_article': 2, 'percent': 3.5952497153082805}, {'id_article': 41, 'percent': 11.054172767203514}, {'id_article': 569, 'percent': 2.2043273141369775}, {'id_article': 943, 'percent': 8.597689930047178}, {'id_article': 1309, 'percent': 0.9110135025215552}, {'id_article': 2475, 'percent': 3.3349601431592646}, {'id_article': 3599, 'percent': 3.0258662762323083}, {'id_article': 3727, 'percent': 4.530665365218806}, {'id_article': 5418, 'percent': 1.455994794208557}, {'id_article': 6487, 'percent': 2.82251504799089}, {'id_article': 7517, 'percent': 1.0818285342443468}, {'id_article': 8979, 'percent': 2.375142345859769}, {'id_article': 9552, 'percent': 5.4660810151293315}, {'id_article': 9917, 'percent': 4.563201561737433}, {'id_article': 12111, 'percent': 2.5866276232308443}, {'id_article': 12111, 'percent': 2.5866276232308443}, {'id_article': 12149, 'percent': 1.5292012363754677}, {'id_article': 12577, 'percent': 4.644542053034001}, {'id_article': 12704, 'percent': 1.6430779241906621}, {'id_article': 13132, 'percent': 2.6354319180087846}, {'id_article': 14845, 'percent': 3.204815357084757}, {'id_article': 15943, 'percent': 0.47990889864974784}, {'id_article': 16467, 'percent': 4.5957377582560595}, {'id_article': 16792, 'percent': 1.9440377419879615}, {'id_article': 17275, 'percent': 2.2287294615259476}, {'id_article': 17461, 'percent': 2.49715308280462}, {'id_article': 17669, 'percent': 0.1138766878151944}, {'id_article': 18208, 'percent': 4.644542053034001}, {'id_article': 19069, 'percent': 1.7650886611355132}, {'id_article': 20130, 'percent': 4.579469659996747}, {'id_article': 21013, 'percent': 2.8387831462502033}, {'id_article': 21494, 'percent': 0.46364080039043437}]"
7,"[{'id_article': 3, 'percent': 8.900255754475703}, {'id_article': 4066, 'percent': 43.42710997442455}, {'id_article': 11300, 'percent': 11.099744245524297}, {'id_article': 11643, 'percent': 11.202046035805626}, {'id_article': 15530, 'percent': 10.383631713554987}, {'id_article': 16275, 'percent': 5.831202046035806}, {'id_article': 20084, 'percent': 5.780051150895141}, {'id_article': 20626, 'percent': 3.3759590792838874}]"
